pop1,pop2,mean_pairwise_IBD_length,pop1_size,pop2_size,IBD_len_SE,lat,long,continent,country
Basque-France,Spanish-Balearic,6.872,14,29,0.25,39.33,2.37,Europe,Spain
Mozabite,Poland-AJ,1.599,21,57,0.065,52.25,21,Europe,Poland
Spanish-Catalonia,Russian-Central,3.659,57,58,0.056,57.19,38.52,Europe,Russia
Jew-Uzbek,Tuscan,1.429,12,15,0.151,43.36,11.12,Europe,Italy
Belarus-AJ,Sardinian,2.298,14,20,0.154,40,9,Europe,Italy
Abkhasian,Hungary-AJ,1.554,12,26,0.122,47.5,19.08,Europe,Hungary
Corsican,Pashtun,1.044,16,17,0.107,33.49,70.5,Asia,Pakistan
Jew-Italian,Greek-South,1.551,11,16,0.151,37.9,23.7,Europe,Greece
Somali,Slovenian,0.221,13,15,0.054,46.15,15,Europe,Slovenia
Kazakh-East,Gujarati,0.634,13,17,0.087,23.2,72.7,Asia,India
Kazakh-West,Palestinian,0.467,13,33,0.062,32.13,35.04,Asia,Israel
Estonian,Armenian,1.682,16,18,0.131,40.2,44.39,Asia,Armenia
Greek-North,Germany-AJ,2.642,13,26,0.141,52.52,13.4,Europe,Germany
Karelian,Tatar-Siberia,5.262,17,21,0.214,57.75,67.71,Asia,Russia
Veps,Somali,0.213,12,13,0.063,5.6,48.3,Africa,Kenya
Pole,BedouinA,1.128,19,23,0.09,31,35,Asia,Israel
Balkar,Baloch,1.319,13,20,0.115,30.5,66.5,Asia,Pakistan
Tatar-Siberia,Tatar-Volga,6.511,21,26,0.213,54.19,52.71,Europe,Russia
Circassian,Egyptian,0.754,12,18,0.099,30.69,31.28,Africa,Egypt
Yemenite-Highlands,Russia-AJ,1.241,29,39,0.058,55.75,37.62,Europe,Russia
Swede,Romania-AJ,3.405,20,23,0.149,44.43,26.1,Europe,Romania
Turk-Northwest,Komi,2.91,18,18,0.168,61.87,51.43,Europe,Russia
Belarusian,Slovenian,11.263,14,15,0.402,46.15,15,Europe,Slovenia
Slovenian,Chuvash,5.446,15,18,0.248,55.33,48.74,Europe,Russia
Iranian-North,Tajik,1.358,12,32,0.096,38.41,69.6,Asia,Tajikistan
Sicilian-West,BedouinA,0.925,14,23,0.096,31,35,Asia,Israel
Italian-Northwest,Sardinian,2.595,11,20,0.188,40,9,Europe,Italy
Nogai,Tatar-Volga,3.62,25,26,0.14,54.19,52.71,Europe,Russia
Komi,Yemenite-Desert,0.729,18,27,0.071,16.48,50.03,Asia,Yemen
Ukranian-Central,Spanish-Balearic,3.719,12,29,0.18,39.33,2.37,Europe,Spain
Pashtun,Yemenite-Highlands,0.596,17,29,0.064,14.34,44.68,Asia,Yemen
Italian-South,Estonian,3.498,15,16,0.219,58.45,25.31,Europe,Estonia
Italian-North,Somali,0.262,12,13,0.066,5.6,48.3,Africa,Kenya
Norwegian,Gujarati,1.327,12,17,0.142,23.2,72.7,Asia,India
Basque-France,Druze,1.428,14,30,0.101,32.05,35.02,Asia,Israel
Belarus-AJ,Baloch,1.681,14,20,0.134,30.5,66.5,Asia,Pakistan
Mozabite,Russian-Central,1.046,21,58,0.051,57.19,38.52,Europe,Russia
Jew-Uzbek,Slovenian,1.67,12,15,0.159,46.15,15,Europe,Slovenia
Corsican,Chuvash,2.499,16,18,0.164,55.33,48.74,Europe,Russia
Abkhasian,Georgian,9.052,12,26,0.401,41.96,42.06,Asia,Turkey
Somali,Slovakian,0.3,13,15,0.065,48.67,19.7,Europe,Slovakia
Jew-Italian,Estonian,3.008,11,16,0.254,58.45,25.31,Europe,Estonia
Kazakh-East,Pashtun,0.914,13,17,0.103,33.49,70.5,Asia,Pakistan
Kazakh-West,Mordvin,2.266,13,34,0.125,54.49,44.21,Europe,Russia
Czechia-AJ,Germany-AJ,111.426,13,26,1.611,52.52,13.4,Europe,Germany
Greek-North,Tatar-Volga,4.221,13,26,0.192,54.19,52.71,Europe,Russia
Veps,Czechia-AJ,2.998,12,13,0.247,50.08,14.47,Europe,Czechia
Karelian,Spanish-Central,3.5,17,21,0.17,40.36,-3.74,Europe,Spain
Balkar,Swede,2.346,13,20,0.155,59.31,18,Europe,Sweden
Tatar-Siberia,Yemenite-Desert,0.424,21,27,0.047,16.48,50.03,Asia,Yemen
Pole,Nogai,3.685,19,25,0.158,44.82,43.22,Europe,Russia
Estonian,Pole,16.241,16,19,0.406,51.98,19.4,Europe,Poland
Circassian,Komi,3.0,12,18,0.199,61.87,51.43,Europe,Russia
Yemenite-Highlands,Bashkir,0.586,29,56,0.033,54.32,56.12,Europe,Russia
Slovenian,Ossetian,2.084,15,18,0.154,43.07,44.23,Europe,Russia
Turk-Northwest,Azeri,1.468,18,18,0.117,40.97,47.86,Europe,Russia
Swede,BedouinA,1.147,20,23,0.086,31,35,Asia,Israel
Italian-Northwest,Baloch,1.556,11,20,0.15,30.5,66.5,Asia,Pakistan
Belarusian,Slovakian,11.796,14,15,0.419,48.67,19.7,Europe,Slovakia
Sicilian-West,Nogai,1.389,14,25,0.109,44.82,43.22,Europe,Russia
Iranian-North,Palestinian,0.895,12,33,0.083,32.13,35.04,Asia,Israel
Nogai,Yemenite-Desert,0.642,25,27,0.052,16.48,50.03,Asia,Yemen
Komi,Lithuania-AJ,3.191,18,27,0.14,54.68,25.32,Europe,Lithuania
Pashtun,Spanish-Balearic,1.261,17,29,0.083,39.33,2.37,Europe,Spain
Ukranian-Central,Druze,1.552,12,30,0.112,32.05,35.02,Asia,Israel
Italian-South,Russian-Arctic,2.7,15,17,0.153,63.43,45.1,Europe,Russia
Basque-France,Adygei,1.963,14,31,0.115,44.39,39.31,Europe,Russia
Norwegian,Pashtun,1.503,12,17,0.143,33.49,70.5,Asia,Pakistan
Italian-North,Czechia-AJ,2.813,12,13,0.227,50.08,14.47,Europe,Czechia
Belarus-AJ,Swede,3.836,14,20,0.194,59.31,18,Europe,Sweden
Corsican,Ossetian,1.612,16,18,0.128,43.07,44.23,Europe,Russia
Jew-Uzbek,Slovakian,2.095,12,15,0.178,48.67,19.7,Europe,Slovakia
Somali,Corsican,0.127,13,16,0.038,42.04,9.01,Europe,France
Kazakh-East,Chuvash,3.022,13,18,0.193,55.33,48.74,Europe,Russia
Abkhasian,Germany-AJ,1.718,12,26,0.124,52.52,13.4,Europe,Germany
Kazakh-West,Ukraine-AJ,1.081,13,38,0.077,50.43,30.52,Europe,Ukraine
Jew-Italian,Russian-Arctic,2.898,11,17,0.201,63.43,45.1,Europe,Russia
Czechia-AJ,Tatar-Volga,2.431,13,26,0.147,54.19,52.71,Europe,Russia
Greek-North,Yemenite-Desert,1.127,13,27,0.093,16.48,50.03,Asia,Yemen
Veps,Lezgin,2.524,12,13,0.224,42.05,48.1,Europe,Russia
Balkar,Brahui,1.21,13,21,0.117,30.5,66.5,Asia,Pakistan
Tatar-Siberia,Lithuania-AJ,1.57,21,27,0.09,54.68,25.32,Europe,Lithuania
Karelian,Hungarian,8.077,17,21,0.258,47.49,19.07,Europe,Hungary
Circassian,Azeri,1.469,12,18,0.134,40.97,47.86,Europe,Russia
Estonian,Sardinian,2.324,16,20,0.139,40,9,Europe,Italy
Pole,Kyrgyz-North,1.833,19,25,0.101,43.12,81.15,Asia,Kyrgyzstan
Yemenite-Highlands,Spanish-Catalonia,0.924,29,57,0.04,41.68,1.66,Europe,Spain
Slovenian,Turk-Northwest,3.6,15,18,0.218,40.4,28.56,Asia,Turkey
Turk-Northwest,Armenian,1.91,18,18,0.135,40.2,44.39,Asia,Armenia
Belarusian,Corsican,3.293,14,16,0.213,42.04,9.01,Europe,France
Italian-Northwest,Swede,4.393,11,20,0.228,59.31,18,Europe,Sweden
Swede,Nogai,2.72,20,25,0.124,44.82,43.22,Europe,Russia
Sicilian-West,Kyrgyz-North,0.699,14,25,0.079,43.12,81.15,Asia,Kyrgyzstan
Iranian-North,Mordvin,1.354,12,34,0.097,54.49,44.21,Europe,Russia
Nogai,Lithuania-AJ,1.69,25,27,0.085,54.68,25.32,Europe,Lithuania
Komi,Roman-Iberia,2.634,18,28,0.143,40.67,-3.14,Europe,Spain
Pashtun,Druze,0.925,17,30,0.078,32.05,35.02,Asia,Israel
Italian-South,Karelian,2.627,15,17,0.159,60.85,32.14,Europe,Russia
Basque-France,Tajik,1.547,14,32,0.101,38.41,69.6,Asia,Tajikistan
Ukranian-Central,Adygei,2.91,12,31,0.151,44.39,39.31,Europe,Russia
Italian-North,Lezgin,1.818,12,13,0.188,42.05,48.1,Europe,Russia
Belarus-AJ,Brahui,1.284,14,21,0.133,30.5,66.5,Asia,Pakistan
Norwegian,Chuvash,4.192,12,18,0.229,55.33,48.74,Europe,Russia
Somali,Greek-South,0.153,13,16,0.05,37.9,23.7,Europe,Greece
Corsican,Turk-Northwest,1.804,16,18,0.131,40.4,28.56,Asia,Turkey
Jew-Uzbek,Corsican,1.179,12,16,0.127,42.04,9.01,Europe,France
Kazakh-East,Ossetian,0.704,13,18,0.087,43.07,44.23,Europe,Russia
Kazakh-West,Russia-AJ,0.785,13,39,0.065,55.75,37.62,Europe,Russia
Czechia-AJ,Yemenite-Desert,1.26,13,27,0.108,16.48,50.03,Asia,Yemen
Greek-North,Lithuania-AJ,2.53,13,27,0.135,54.68,25.32,Europe,Lithuania
Abkhasian,Tatar-Volga,1.855,12,26,0.135,54.19,52.71,Europe,Russia
Jew-Italian,Karelian,2.636,11,17,0.216,60.85,32.14,Europe,Russia
Iranian-Central,Romania-AJ,1.519,22,23,0.097,44.43,26.1,Europe,Romania
Veps,Kazakh-East,2.343,12,13,0.215,44,87.46,Asia,Kazakhstan
Balkar,Uzbek-East,1.377,13,21,0.12,41.18,69.22,Asia,Uzbekistan
Tatar-Siberia,Roman-Iberia,1.181,21,28,0.076,40.67,-3.14,Europe,Spain
Poland-AJ,Russian-Central,3.453,57,58,0.059,57.19,38.52,Europe,Russia
Karelian,Mozabite,1.065,17,21,0.092,32,3,Africa,Algeria
Pole,Yemenite-Northwest,1.032,19,26,0.081,15.74,44.45,Asia,Yemen
Circassian,Armenian,1.293,12,18,0.133,40.2,44.39,Asia,Armenia
Estonian,Baloch,1.955,16,20,0.129,30.5,66.5,Asia,Pakistan
Slovenian,Egyptian,1.195,15,18,0.117,30.69,31.28,Africa,Egypt
Yemenite-Highlands,Poland-AJ,1.315,29,57,0.048,52.25,21,Europe,Poland
Belarusian,Greek-South,4.247,14,16,0.234,37.9,23.7,Europe,Greece
Turk-Northwest,Pole,3.375,18,19,0.19,51.98,19.4,Europe,Poland
Italian-Northwest,Brahui,1.232,11,21,0.137,30.5,66.5,Asia,Pakistan
Sicilian-West,Yemenite-Northwest,1.056,14,26,0.096,15.74,44.45,Asia,Yemen
Iranian-North,Ukraine-AJ,1.471,12,38,0.101,50.43,30.52,Europe,Ukraine
Komi,Yemenite-Highlands,0.564,18,29,0.055,14.34,44.68,Asia,Yemen
Swede,Kyrgyz-North,1.468,20,25,0.086,43.12,81.15,Asia,Kyrgyzstan
Pashtun,Adygei,1.301,17,31,0.089,44.39,39.31,Europe,Russia
Nogai,Roman-Iberia,1.583,25,28,0.08,40.67,-3.14,Europe,Spain
Italian-South,Gujarati,0.791,15,17,0.085,23.2,72.7,Asia,India
Basque-France,Palestinian,1.498,14,33,0.094,32.13,35.04,Asia,Israel
Ukranian-Central,Tajik,1.927,12,32,0.12,38.41,69.6,Asia,Tajikistan
Belarus-AJ,Uzbek-East,1.318,14,21,0.111,41.18,69.22,Asia,Uzbekistan
Italian-North,Kazakh-East,1.173,12,13,0.153,44,87.46,Asia,Kazakhstan
Norwegian,Ossetian,2.054,12,18,0.16,43.07,44.23,Europe,Russia
Somali,Estonian,0.129,13,16,0.041,58.45,25.31,Europe,Estonia
Corsican,Egyptian,1.03,16,18,0.099,30.69,31.28,Africa,Egypt
Kazakh-East,Turk-Northwest,1.867,13,18,0.158,40.4,28.56,Asia,Turkey
Jew-Uzbek,Greek-South,1.32,12,16,0.148,37.9,23.7,Europe,Greece
Greek-North,Roman-Iberia,3.093,13,28,0.179,40.67,-3.14,Europe,Spain
Kazakh-West,Bashkir,4.16,13,56,0.131,54.32,56.12,Europe,Russia
Jew-Italian,Gujarati,0.563,11,17,0.089,23.2,72.7,Asia,India
Abkhasian,Yemenite-Desert,0.767,12,27,0.084,16.48,50.03,Asia,Yemen
Iranian-Central,BedouinA,0.982,22,23,0.074,31,35,Asia,Israel
Veps,Kazakh-West,2.679,12,13,0.231,51.8,67.16,Asia,Kazakhstan
Balkar,Tatar-Siberia,1.701,13,21,0.141,57.75,67.71,Asia,Russia
Tatar-Siberia,Yemenite-Highlands,0.418,21,29,0.045,14.34,44.68,Asia,Yemen
Karelian,Iranian-Central,1.178,17,22,0.092,31.43,51.07,Asia,Iran
Pole,Jew-Bulgarian,2.988,19,26,0.144,42.68,23.32,Europe,Bulgaria
Circassian,Pole,3.317,12,19,0.207,51.98,19.4,Europe,Poland
Slovenian,Komi,7.147,15,18,0.29,61.87,51.43,Europe,Russia
Estonian,Swede,10.998,16,20,0.306,59.31,18,Europe,Sweden
Yemenite-Highlands,Russian-Central,0.629,29,58,0.034,57.19,38.52,Europe,Russia
Turk-Northwest,Sardinian,1.43,18,20,0.107,40,9,Europe,Italy
Sicilian-West,Jew-Bulgarian,2.196,14,26,0.15,42.68,23.32,Europe,Bulgaria
Belarusian,Estonian,15.608,14,16,0.511,58.45,25.31,Europe,Estonia
Italian-Northwest,Uzbek-East,1.006,11,21,0.112,41.18,69.22,Asia,Uzbekistan
Czechia-AJ,Lithuania-AJ,87.014,13,27,1.26,54.68,25.32,Europe,Lithuania
Iranian-North,Russia-AJ,1.52,12,39,0.103,55.75,37.62,Europe,Russia
Komi,Spanish-Balearic,3.147,18,29,0.129,39.33,2.37,Europe,Spain
Swede,Yemenite-Northwest,0.92,20,26,0.075,15.74,44.45,Asia,Yemen
Italian-South,Pashtun,1.253,15,17,0.132,33.49,70.5,Asia,Pakistan
Pashtun,Tajik,1.659,17,32,0.095,38.41,69.6,Asia,Tajikistan
Basque-France,Mordvin,3.213,14,34,0.131,54.49,44.21,Europe,Russia
Nogai,Yemenite-Highlands,0.615,25,29,0.049,14.34,44.68,Asia,Yemen
Ukranian-Central,Palestinian,1.368,12,33,0.104,32.13,35.04,Asia,Israel
Belarus-AJ,Tatar-Siberia,1.372,14,21,0.113,57.75,67.71,Asia,Russia
Somali,Russian-Arctic,0.132,13,17,0.04,63.43,45.1,Europe,Russia
Italian-North,Kazakh-West,1.02,12,13,0.14,51.8,67.16,Asia,Kazakhstan
Norwegian,Turk-Northwest,2.42,12,18,0.198,40.4,28.56,Asia,Turkey
Kazakh-East,Egyptian,0.458,13,18,0.072,30.69,31.28,Africa,Egypt
Corsican,Komi,2.748,16,18,0.156,61.87,51.43,Europe,Russia
Greek-North,Yemenite-Highlands,1.041,13,29,0.087,14.34,44.68,Asia,Yemen
Kazakh-West,Spanish-Catalonia,1.062,13,57,0.065,41.68,1.66,Europe,Spain
Jew-Uzbek,Estonian,1.958,12,16,0.168,58.45,25.31,Europe,Estonia
Jew-Italian,Pashtun,1.128,11,17,0.125,33.49,70.5,Asia,Pakistan
Abkhasian,Lithuania-AJ,1.53,12,27,0.126,54.68,25.32,Europe,Lithuania
Balkar,Spanish-Central,1.983,13,21,0.137,40.36,-3.74,Europe,Spain
Iranian-Central,Nogai,1.187,22,25,0.082,44.82,43.22,Europe,Russia
Tatar-Siberia,Spanish-Balearic,1.452,21,29,0.08,39.33,2.37,Europe,Spain
Veps,Lithuanian,14.642,12,13,0.496,55,23.93,Europe,Lithuania
Karelian,Romania-AJ,3.221,17,23,0.157,44.43,26.1,Europe,Romania
Pole,Hungary-AJ,4.841,19,26,0.203,47.5,19.08,Europe,Hungary
Slovenian,Azeri,1.456,15,18,0.13,40.97,47.86,Europe,Russia
Circassian,Sardinian,1.24,12,20,0.115,40,9,Europe,Italy
Estonian,Brahui,1.748,16,21,0.129,30.5,66.5,Asia,Pakistan
Turk-Northwest,Baloch,1.29,18,20,0.109,30.5,66.5,Asia,Pakistan
Sicilian-West,Hungary-AJ,2.0,14,26,0.126,47.5,19.08,Europe,Hungary
Czechia-AJ,Roman-Iberia,2.033,13,28,0.133,40.67,-3.14,Europe,Spain
Italian-Northwest,Tatar-Siberia,1.397,11,21,0.132,57.75,67.71,Asia,Russia
Komi,Druze,1.296,18,30,0.087,32.05,35.02,Asia,Israel
Iranian-North,Bashkir,1.158,12,56,0.072,54.32,56.12,Europe,Russia
Italian-South,Chuvash,1.821,15,18,0.167,55.33,48.74,Europe,Russia
Pashtun,Palestinian,0.899,17,33,0.07,32.13,35.04,Asia,Israel
Belarusian,Russian-Arctic,13.068,14,17,0.411,63.43,45.1,Europe,Russia
Swede,Jew-Bulgarian,2.664,20,26,0.127,42.68,23.32,Europe,Bulgaria
Basque-France,Ukraine-AJ,2.886,14,38,0.128,50.43,30.52,Europe,Ukraine
Somali,Karelian,0.051,13,17,0.026,60.85,32.14,Europe,Russia
Belarus-AJ,Spanish-Central,2.834,14,21,0.18,40.36,-3.74,Europe,Spain
Nogai,Spanish-Balearic,1.59,25,29,0.08,39.33,2.37,Europe,Spain
Italian-North,Lithuanian,3.9,12,13,0.271,55,23.93,Europe,Lithuania
Kazakh-East,Komi,2.588,13,18,0.185,61.87,51.43,Europe,Russia
Corsican,Azeri,1.532,16,18,0.115,40.97,47.86,Europe,Russia
Norwegian,Egyptian,1.068,12,18,0.122,30.69,31.28,Africa,Egypt
Ukranian-Central,Mordvin,11.422,12,34,0.288,54.49,44.21,Europe,Russia
Greek-North,Spanish-Balearic,2.892,13,29,0.142,39.33,2.37,Europe,Spain
Kazakh-West,Poland-AJ,0.968,13,57,0.064,52.25,21,Europe,Poland
Jew-Italian,Chuvash,1.826,11,18,0.152,55.33,48.74,Europe,Russia
Jew-Uzbek,Russian-Arctic,1.473,12,17,0.135,63.43,45.1,Europe,Russia
Abkhasian,Roman-Iberia,1.159,12,28,0.104,40.67,-3.14,Europe,Spain
Balkar,Hungarian,2.235,13,21,0.15,47.49,19.07,Europe,Hungary
Tatar-Siberia,Druze,0.68,21,30,0.06,32.05,35.02,Asia,Israel
Veps,Balkar,2.955,12,13,0.226,43.5,43.61,Europe,Russia
Georgian,Germany-AJ,1.549,26,26,0.081,52.52,13.4,Europe,Germany
Iranian-Central,Kyrgyz-North,0.745,22,25,0.062,43.12,81.15,Asia,Kyrgyzstan
Karelian,BedouinA,0.805,17,23,0.072,31,35,Asia,Israel
Slovenian,Armenian,1.731,15,18,0.136,40.2,44.39,Asia,Armenia
Pole,Georgian,1.533,19,26,0.097,41.96,42.06,Asia,Turkey
Circassian,Baloch,1.164,12,20,0.117,30.5,66.5,Asia,Pakistan
Sicilian-West,Georgian,1.428,14,26,0.112,41.96,42.06,Asia,Turkey
Estonian,Uzbek-East,2.733,16,21,0.149,41.18,69.22,Asia,Uzbekistan
Turk-Northwest,Swede,2.93,18,20,0.154,59.31,18,Europe,Sweden
Czechia-AJ,Yemenite-Highlands,1.218,13,29,0.097,14.34,44.68,Asia,Yemen
Italian-Northwest,Spanish-Central,3.203,11,21,0.202,40.36,-3.74,Europe,Spain
Italian-South,Ossetian,1.492,15,18,0.123,43.07,44.23,Europe,Russia
Iranian-North,Spanish-Catalonia,1.285,12,57,0.077,41.68,1.66,Europe,Spain
Komi,Adygei,2.586,18,31,0.118,44.39,39.31,Europe,Russia
Spanish-Balearic,Druze,1.548,29,30,0.071,32.05,35.02,Asia,Israel
Pashtun,Mordvin,1.534,17,34,0.088,54.49,44.21,Europe,Russia
Somali,Gujarati,0.149,13,17,0.042,23.2,72.7,Asia,India
Swede,Hungary-AJ,3.379,20,26,0.15,47.5,19.08,Europe,Hungary
Belarusian,Karelian,12.464,14,17,0.412,60.85,32.14,Europe,Russia
Basque-France,Russia-AJ,2.506,14,39,0.12,55.75,37.62,Europe,Russia
Kazakh-East,Azeri,1.086,13,18,0.124,40.97,47.86,Europe,Russia
Belarus-AJ,Hungarian,4.6,14,21,0.233,47.49,19.07,Europe,Hungary
Nogai,Druze,0.866,25,30,0.062,32.05,35.02,Asia,Israel
Italian-North,Balkar,2.079,12,13,0.187,43.5,43.61,Europe,Russia
Corsican,Armenian,1.563,16,18,0.128,40.2,44.39,Asia,Armenia
Greek-North,Druze,1.496,13,30,0.102,32.05,35.02,Asia,Israel
Norwegian,Komi,5.235,12,18,0.275,61.87,51.43,Europe,Russia
Kazakh-West,Russian-Central,2.349,13,58,0.093,57.19,38.52,Europe,Russia
Jew-Italian,Ossetian,1.47,11,18,0.161,43.07,44.23,Europe,Russia
Ukranian-Central,Ukraine-AJ,5.379,12,38,0.228,50.43,30.52,Europe,Ukraine
Jew-Uzbek,Karelian,1.571,12,17,0.151,60.85,32.14,Europe,Russia
Balkar,Mozabite,0.912,13,21,0.104,32,3,Africa,Algeria
Abkhasian,Yemenite-Highlands,1.013,12,29,0.09,14.34,44.68,Asia,Yemen
Georgian,Tatar-Volga,1.455,26,26,0.077,54.19,52.71,Europe,Russia
Veps,Kabardian,3.04,12,13,0.222,43.45,43.37,Europe,Russia
Tatar-Siberia,Adygei,1.752,21,31,0.094,44.39,39.31,Europe,Russia
Iranian-Central,Yemenite-Northwest,0.966,22,26,0.08,15.74,44.45,Asia,Yemen
Karelian,Nogai,3.698,17,25,0.167,44.82,43.22,Europe,Russia
Sicilian-West,Germany-AJ,2.084,14,26,0.13,52.52,13.4,Europe,Germany
Slovenian,Pole,10.744,15,19,0.359,51.98,19.4,Europe,Poland
Pole,Germany-AJ,4.145,19,26,0.168,52.52,13.4,Europe,Germany
Circassian,Swede,2.703,12,20,0.188,59.31,18,Europe,Sweden
Turk-Northwest,Brahui,1.326,18,21,0.104,30.5,66.5,Asia,Pakistan
Estonian,Tatar-Siberia,4.265,16,21,0.198,57.75,67.71,Asia,Russia
Czechia-AJ,Spanish-Balearic,3.109,13,29,0.16,39.33,2.37,Europe,Spain
Italian-South,Turk-Northwest,1.902,15,18,0.13,40.4,28.56,Asia,Turkey
Somali,Pashtun,0.173,13,17,0.05,33.49,70.5,Asia,Pakistan
Italian-Northwest,Hungarian,4.041,11,21,0.229,47.49,19.07,Europe,Hungary
Spanish-Balearic,Adygei,2.063,29,31,0.082,44.39,39.31,Europe,Russia
Iranian-North,Poland-AJ,1.332,12,57,0.078,52.25,21,Europe,Poland
Belarusian,Gujarati,1.139,14,17,0.113,23.2,72.7,Asia,India
Pashtun,Ukraine-AJ,1.124,17,38,0.071,50.43,30.52,Europe,Ukraine
Komi,Tajik,2.399,18,32,0.104,38.41,69.6,Asia,Tajikistan
Kazakh-East,Armenian,0.823,13,18,0.103,40.2,44.39,Asia,Armenia
Swede,Georgian,1.594,20,26,0.092,41.96,42.06,Asia,Turkey
Basque-France,Bashkir,2.249,14,56,0.091,54.32,56.12,Europe,Russia
Belarus-AJ,Mozabite,1.34,14,21,0.122,32,3,Africa,Algeria
Italian-North,Kabardian,2.016,12,13,0.209,43.45,43.37,Europe,Russia
Greek-North,Adygei,2.397,13,31,0.126,44.39,39.31,Europe,Russia
Corsican,Pole,3.802,16,19,0.193,51.98,19.4,Europe,Poland
Norwegian,Azeri,1.626,12,18,0.145,40.97,47.86,Europe,Russia
Nogai,Adygei,4.885,25,31,0.192,44.39,39.31,Europe,Russia
Jew-Italian,Turk-Northwest,1.716,11,18,0.148,40.4,28.56,Asia,Turkey
Jew-Uzbek,Gujarati,0.953,12,17,0.114,23.2,72.7,Asia,India
Ukranian-Central,Russia-AJ,4.652,12,39,0.199,55.75,37.62,Europe,Russia
Georgian,Yemenite-Desert,0.626,26,27,0.049,16.48,50.03,Asia,Yemen
Abkhasian,Spanish-Balearic,1.547,12,29,0.112,39.33,2.37,Europe,Spain
Balkar,Iranian-Central,1.404,13,22,0.113,31.43,51.07,Asia,Iran
Tatar-Siberia,Tajik,1.696,21,32,0.086,38.41,69.6,Asia,Tajikistan
Iranian-Central,Jew-Bulgarian,1.275,22,26,0.084,42.68,23.32,Europe,Bulgaria
Veps,Belarusian,13.921,12,14,0.469,53.64,27.47,Europe,Belarus
Sicilian-West,Tatar-Volga,2.132,14,26,0.134,54.19,52.71,Europe,Russia
Slovenian,Sardinian,2.26,15,20,0.131,40,9,Europe,Italy
Karelian,Kyrgyz-North,2.057,17,25,0.117,43.12,81.15,Asia,Kyrgyzstan
Circassian,Brahui,1.299,12,21,0.115,30.5,66.5,Asia,Pakistan
Turk-Northwest,Uzbek-East,1.319,18,21,0.103,41.18,69.22,Asia,Uzbekistan
Pole,Tatar-Volga,9.219,19,26,0.264,54.19,52.71,Europe,Russia
Czechia-AJ,Druze,1.61,13,30,0.111,32.05,35.02,Asia,Israel
Italian-South,Egyptian,0.99,15,18,0.108,30.69,31.28,Africa,Egypt
Estonian,Spanish-Central,4.233,16,21,0.194,40.36,-3.74,Europe,Spain
Somali,Chuvash,0.122,13,18,0.041,55.33,48.74,Europe,Russia
Belarusian,Pashtun,1.694,14,17,0.141,33.49,70.5,Asia,Pakistan
Italian-Northwest,Mozabite,1.53,11,21,0.137,32,3,Africa,Algeria
Komi,Palestinian,1.252,18,33,0.079,32.13,35.04,Asia,Israel
Spanish-Balearic,Tajik,1.851,29,32,0.078,38.41,69.6,Asia,Tajikistan
Iranian-North,Russian-Central,1.457,12,58,0.079,57.19,38.52,Europe,Russia
Kazakh-East,Pole,2.191,13,19,0.163,51.98,19.4,Europe,Poland
Pashtun,Russia-AJ,1.193,17,39,0.072,55.75,37.62,Europe,Russia
Swede,Germany-AJ,3.179,20,26,0.138,52.52,13.4,Europe,Germany
Belarus-AJ,Iranian-Central,1.4,14,22,0.122,31.43,51.07,Asia,Iran
Greek-North,Tajik,1.789,13,32,0.112,38.41,69.6,Asia,Tajikistan
Italian-North,Belarusian,3.855,12,14,0.238,53.64,27.47,Europe,Belarus
Lithuanian,Balkar,2.992,13,13,0.233,43.5,43.61,Europe,Russia
Corsican,Sardinian,3.928,16,20,0.202,40,9,Europe,Italy
Norwegian,Armenian,1.743,12,18,0.162,40.2,44.39,Asia,Armenia
Basque-France,Spanish-Catalonia,9.232,14,57,0.201,41.68,1.66,Europe,Spain
Jew-Italian,Egyptian,1.344,11,18,0.14,30.69,31.28,Africa,Egypt
Nogai,Tajik,1.651,25,32,0.077,38.41,69.6,Asia,Tajikistan
Jew-Uzbek,Pashtun,1.116,12,17,0.143,33.49,70.5,Asia,Pakistan
Georgian,Lithuania-AJ,1.371,26,27,0.075,54.68,25.32,Europe,Lithuania
Balkar,Romania-AJ,2.091,13,23,0.155,44.43,26.1,Europe,Romania
Abkhasian,Druze,1.302,12,30,0.107,32.05,35.02,Asia,Israel
Tatar-Siberia,Palestinian,0.565,21,33,0.049,32.13,35.04,Asia,Israel
Ukranian-Central,Bashkir,5.399,12,56,0.156,54.32,56.12,Europe,Russia
Iranian-Central,Hungary-AJ,1.418,22,26,0.085,47.5,19.08,Europe,Hungary
Veps,Basque-France,4.318,12,14,0.241,43,0,Europe,France
Sicilian-West,Yemenite-Desert,0.859,14,27,0.087,16.48,50.03,Asia,Yemen
Slovenian,Baloch,1.691,15,20,0.128,30.5,66.5,Asia,Pakistan
Karelian,Yemenite-Northwest,0.632,17,26,0.061,15.74,44.45,Asia,Yemen
Pole,Yemenite-Desert,0.931,19,27,0.08,16.48,50.03,Asia,Yemen
Czechia-AJ,Adygei,1.978,13,31,0.115,44.39,39.31,Europe,Russia
Circassian,Uzbek-East,1.541,12,21,0.129,41.18,69.22,Asia,Uzbekistan
Turk-Northwest,Tatar-Siberia,2.069,18,21,0.127,57.75,67.71,Asia,Russia
Somali,Ossetian,0.111,13,18,0.037,43.07,44.23,Europe,Russia
Italian-South,Komi,2.599,15,18,0.163,61.87,51.43,Europe,Russia
